Lead_ID,Customer_ID,Lead_Date,Lead_Source,Product_Interest,Lead_Status,Quoted_Premium,Converted_Flag,Lead_Year
LEAD-00000273,CUST-19157,2023-08-23,Website,SME Insurance,Quoted,9696.37,0,2023
LEAD-00000274,CUST-05593,2025-10-15,Insurance Broker,Life Insurance,Contacted,2107.94,0,2025
LEAD-00000275,CUST-07011,2023-12-22,Referral,Health Insurance,Qualified,9680.71,0,2023
LEAD-00000276,CUST-06472,2024-05-22,Email Campaign,Travel Insurance,Converted,2990.28,1,2024
LEAD-00000277,CUST-21637,2025-10-16,Insurance Broker,Home Insurance,Quoted,19192.62,0,2025
LEAD-00000278,CUST-21830,2025-04-05,Referral,Travel Insurance,New,486.8,0,2025
LEAD-00000279,CUST-21628,2025-07-13,Social Media,Life Insurance,New,23380.57,0,2025
LEAD-00000280,CUST-04883,2023-12-26,Social Media,Home Insurance,Quoted,23261.27,0,2023
LEAD-00000281,CUST-13468,2025-10-29,Insurance Broker,Home Insurance,Quoted,10177.66,0,2025
LEAD-00000282,CUST-10829,2024-11-10,Bank Partner,SME Insurance,Quoted,4781.53,0,2024
LEAD-00000283,CUST-07053,2026-03-10,Referral,Cyber Security Insurance,Converted,4875.14,1,2026
LEAD-00000284,CUST-21432,2026-07-11,Website,Business Insurance,Converted,13890.6,1,2026
LEAD-00000285,CUST-05496,2025-02-03,Branch,SME Insurance,Quoted,13024.83,0,2025
LEAD-00000286,CUST-09436,2023-10-01,Social Media,Cyber Security Insurance,Qualified,21044.57,0,2023
LEAD-00000287,CUST-06296,2024-08-26,Insurance Broker,Travel Insurance,Contacted,18379.36,0,2024
LEAD-00000288,CUST-03684,2023-08-28,Referral,Motor Fleet Insurance,New,15709.33,0,2023
LEAD-00000289,CUST-03041,2025-12-17,Google Ads,Car Insurance,Converted,21611.09,1,2025
LEAD-00000290,CUST-17015,2024-10-24,Google Ads,Travel Insurance,Quoted,15295.22,0,2024
LEAD-00000291,CUST-23712,2024-11-04,Social Media,Motor Fleet Insurance,Qualified,24698.3,0,2024
LEAD-00000292,CUST-14115,2025-11-26,Referral,Life Insurance,Qualified,11311.04,0,2025
LEAD-00000293,CUST-22987,2023-11-21,Website,Life Insurance,Quoted,8629.51,0,2023
LEAD-00000294,CUST-06765,2023-11-14,Social Media,Travel Insurance,Converted,5039.12,1,2023
LEAD-00000295,CUST-21857,2023-08-18,Website,Home Insurance,Qualified,20847.02,0,2023
LEAD-00000296,CUST-05052,2025-03-17,Google Ads,Travel Insurance,Contacted,14942.46,0,2025
LEAD-00000297,CUST-08259,2023-11-06,Social Media,Life Insurance,New,1592.77,0,2023
LEAD-00000298,CUST-21676,2024-07-07,Website,Life Insurance,Converted,11790.58,1,2024
LEAD-00000299,CUST-00662,2025-05-20,Social Media,Motor Fleet Insurance,New,10414.1,0,2025
LEAD-00000300,CUST-23198,2024-11-21,Bank Partner,Car Insurance,Contacted,24536.54,0,2024
LEAD-00000301,CUST-10755,2025-12-22,Google Ads,Life Insurance,New,24814.34,0,2025
LEAD-00000302,CUST-08556,2025-09-29,Email Campaign,Travel Insurance,New,6649.07,0,2025
LEAD-00000303,CUST-04896,2023-11-07,Bank Partner,Business Insurance,New,1858.79,0,2023
LEAD-00000304,CUST-16164,2025-04-22,Social Media,Health Insurance,Qualified,8854.15,0,2025
LEAD-00000305,CUST-15097,2023-12-21,Insurance Broker,Life Insurance,Qualified,11345.9,0,2023
LEAD-00000306,CUST-03268,2025-10-09,Social Media,Business Insurance,Qualified,24806.3,0,2025
LEAD-00000307,CUST-24820,2025-04-13,Insurance Broker,Car Insurance,New,20491.01,0,2025
LEAD-00000308,CUST-01827,2026-04-04,Google Ads,SME Insurance,Contacted,2298.71,0,2026
LEAD-00000309,CUST-13717,2025-01-15,Google Ads,Life Insurance,Contacted,24397.57,0,2025
LEAD-00000310,CUST-16128,2025-11-23,Bank Partner,Motor Fleet Insurance,Qualified,8049.07,0,2025
LEAD-00000311,CUST-08287,2024-05-05,Insurance Broker,Business Insurance,Converted,8143.03,1,2024
LEAD-00000312,CUST-02531,2024-02-26,Google Ads,Travel Insurance,New,12112.38,0,2024
LEAD-00000313,CUST-17348,2025-02-25,Social Media,Home Insurance,Qualified,2909.92,0,2025
LEAD-00000314,CUST-12678,2024-10-13,Social Media,Health Insurance,Quoted,4055.01,0,2024
LEAD-00000315,CUST-07155,2024-06-29,Social Media,Health Insurance,New,17467.37,0,2024
LEAD-00000316,CUST-05079,2026-05-25,Social Media,Travel Insurance,New,7790.9,0,2026
LEAD-00000317,CUST-09075,2025-11-26,Referral,Car Insurance,Qualified,24918.41,0,2025
LEAD-00000318,CUST-23313,2026-05-07,Insurance Broker,Home Insurance,New,16496.37,0,2026
LEAD-00000319,CUST-04518,2023-08-25,Bank Partner,Life Insurance,Contacted,10529.0,0,2023
LEAD-00000320,CUST-01550,2025-05-18,Referral,Business Insurance,Lost,6439.93,0,2025
LEAD-00000321,CUST-24283,2025-07-07,Google Ads,Travel Insurance,Converted,3686.61,1,2025
LEAD-00000322,CUST-05543,2024-02-27,Social Media,Travel Insurance,Converted,15843.68,1,2024
LEAD-00000323,CUST-16053,2025-09-12,Google Ads,Home Insurance,Contacted,6866.52,0,2025
LEAD-00000324,CUST-10635,2024-09-12,Insurance Broker,SME Insurance,New,3441.83,0,2024
LEAD-00000325,CUST-04720,2024-12-30,Insurance Broker,Motor Fleet Insurance,Quoted,21531.26,0,2024
LEAD-00000326,CUST-22549,2025-02-08,Email Campaign,Motor Fleet Insurance,New,16569.7,0,2025
LEAD-00000327,CUST-06273,2025-01-21,Google Ads,Car Insurance,Converted,1249.13,1,2025
LEAD-00000328,CUST-24508,2025-12-27,Insurance Broker,SME Insurance,Quoted,22409.41,0,2025
LEAD-00000329,CUST-18632,2024-01-14,Insurance Broker,SME Insurance,Qualified,4009.17,0,2024
LEAD-00000330,CUST-07084,2025-05-24,Website,Cyber Security Insurance,New,2394.36,0,2025
LEAD-00000331,CUST-03457,2025-07-04,Google Ads,Car Insurance,Lost,18516.46,0,2025
LEAD-00000332,CUST-12090,2025-08-15,Branch,Home Insurance,Converted,16635.85,1,2025
LEAD-00000333,CUST-08965,2025-08-31,Bank Partner,Cyber Security Insurance,Contacted,817.34,0,2025
LEAD-00000334,CUST-13280,2025-08-13,Branch,Cyber Security Insurance,Converted,15729.19,1,2025
LEAD-00000335,CUST-19394,2025-05-10,Social Media,Car Insurance,Contacted,6739.62,0,2025
LEAD-00000336,CUST-09833,2026-02-28,Branch,SME Insurance,New,24221.67,0,2026
LEAD-00000337,CUST-02197,2024-11-02,Insurance Broker,Health Insurance,Quoted,14685.84,0,2024
LEAD-00000338,CUST-14687,2024-03-07,Google Ads,Car Insurance,Lost,5848.01,0,2024
LEAD-00000339,CUST-22169,2025-04-15,Website,Motor Fleet Insurance,New,7062.65,0,2025
LEAD-00000340,CUST-14292,2024-09-29,Google Ads,Travel Insurance,Contacted,20453.89,0,2024
LEAD-00000341,CUST-15991,2026-07-08,Email Campaign,Motor Fleet Insurance,Quoted,16010.95,0,2026
LEAD-00000342,CUST-07166,2024-10-24,Branch,Cyber Security Insurance,Quoted,4760.69,0,2024
LEAD-00000343,CUST-09952,2026-01-25,Website,Business Insurance,Lost,23453.49,0,2026
LEAD-00000344,CUST-16141,2024-07-07,Google Ads,Home Insurance,Converted,5573.73,1,2024
LEAD-00000345,CUST-04083,2026-05-20,Website,Business Insurance,Quoted,14881.59,0,2026
LEAD-00000346,CUST-08707,2024-09-12,Google Ads,SME Insurance,Quoted,21871.08,0,2024
LEAD-00000347,CUST-09497,2026-04-02,Insurance Broker,Cyber Security Insurance,Contacted,18243.6,0,2026
LEAD-00000348,CUST-16833,2024-03-25,Referral,Motor Fleet Insurance,Quoted,18406.86,0,2024
LEAD-00000349,CUST-14567,2024-02-05,Referral,Motor Fleet Insurance,Quoted,429.17,0,2024
LEAD-00000350,CUST-19034,2025-10-06,Google Ads,Car Insurance,New,18813.77,0,2025
LEAD-00000351,CUST-07605,2023-10-07,Website,Life Insurance,Converted,11916.88,1,2023
LEAD-00000352,CUST-23763,2024-09-17,Website,Home Insurance,Converted,22189.04,1,2024
LEAD-00000353,CUST-16611,2024-05-16,Referral,Travel Insurance,New,4422.06,0,2024
LEAD-00000354,CUST-01081,2024-01-18,Google Ads,SME Insurance,Converted,12899.71,1,2024
LEAD-00000355,CUST-03587,2025-09-14,Social Media,Home Insurance,Quoted,15206.15,0,2025
LEAD-00000356,CUST-00162,2024-12-30,Insurance Broker,Life Insurance,Qualified,2203.34,0,2024
LEAD-00000357,CUST-12694,2024-10-21,Website,Business Insurance,Contacted,20680.73,0,2024
LEAD-00000358,CUST-10259,2025-06-10,Website,SME Insurance,Converted,6125.68,1,2025
LEAD-00000359,CUST-00831,2024-07-14,Bank Partner,Motor Fleet Insurance,Lost,16171.36,0,2024
LEAD-00000360,CUST-12486,2024-10-25,Bank Partner,Business Insurance,Lost,18756.32,0,2024
LEAD-00000361,CUST-16231,2026-04-01,Branch,Travel Insurance,New,9247.22,0,2026
LEAD-00000362,CUST-02098,2023-12-17,Referral,Business Insurance,Contacted,13096.55,0,2023
LEAD-00000363,CUST-18285,2025-01-30,Branch,Life Insurance,Qualified,21856.44,0,2025
LEAD-00000364,CUST-08000,2026-06-28,Website,Travel Insurance,Quoted,15889.91,0,2026
LEAD-00000365,CUST-15079,2023-11-10,Email Campaign,Cyber Security Insurance,Converted,19208.17,1,2023
LEAD-00000366,CUST-13494,2024-09-29,Insurance Broker,Motor Fleet Insurance,Converted,16526.79,1,2024
LEAD-00000367,CUST-12836,2024-08-21,Google Ads,Business Insurance,Contacted,6400.38,0,2024
LEAD-00000368,CUST-19676,2025-11-19,Social Media,Business Insurance,Qualified,21166.3,0,2025
LEAD-00000369,CUST-16966,2024-04-27,Insurance Broker,Cyber Security Insurance,New,15606.58,0,2024
LEAD-00000370,CUST-17259,2026-02-01,Website,SME Insurance,New,6148.57,0,2026
LEAD-00000371,CUST-17056,2024-01-15,Branch,Cyber Security Insurance,Contacted,18351.28,0,2024
LEAD-00000372,CUST-18746,2026-07-26,Social Media,Life Insurance,Converted,5022.41,1,2026
LEAD-00000373,CUST-18323,2025-08-10,Branch,Motor Fleet Insurance,New,844.27,0,2025
LEAD-00000374,CUST-24260,2024-03-04,Social Media,SME Insurance,Quoted,13764.11,0,2024
LEAD-00000375,CUST-09880,2025-01-20,Email Campaign,Motor Fleet Insurance,Converted,13856.31,1,2025
LEAD-00000376,CUST-01634,2023-12-24,Social Media,Health Insurance,Qualified,4394.63,0,2023
LEAD-00000377,CUST-17922,2026-07-25,Email Campaign,Health Insurance,New,21591.08,0,2026
LEAD-00000378,CUST-12723,2024-11-17,Bank Partner,Cyber Security Insurance,Converted,3064.82,1,2024
LEAD-00000379,CUST-04667,2024-12-13,Google Ads,Car Insurance,Contacted,6687.93,0,2024
LEAD-00000380,CUST-12820,2025-07-29,Bank Partner,Home Insurance,Qualified,5360.57,0,2025
LEAD-00000381,CUST-18134,2024-11-26,Email Campaign,Motor Fleet Insurance,Quoted,18843.02,0,2024
LEAD-00000382,CUST-21361,2025-05-26,Insurance Broker,Cyber Security Insurance,Qualified,22757.74,0,2025
LEAD-00000383,CUST-23649,2023-11-08,Bank Partner,SME Insurance,Quoted,20605.95,0,2023
LEAD-00000384,CUST-13490,2024-09-06,Branch,Cyber Security Insurance,New,2622.69,0,2024
LEAD-00000385,CUST-18940,2025-04-27,Bank Partner,Travel Insurance,Quoted,20008.48,0,2025
LEAD-00000386,CUST-21039,2025-12-21,Insurance Broker,Home Insurance,Quoted,4401.05,0,2025
LEAD-00000387,CUST-04944,2025-07-25,Website,Health Insurance,New,12824.16,0,2025
LEAD-00000388,CUST-19585,2023-11-05,Social Media,Travel Insurance,Converted,20563.32,1,2023
LEAD-00000389,CUST-02308,2023-11-30,Insurance Broker,Business Insurance,Converted,3205.81,1,2023
LEAD-00000390,CUST-15150,2023-10-11,Branch,SME Insurance,New,18212.08,0,2023
LEAD-00000391,CUST-23714,2024-02-04,Email Campaign,SME Insurance,New,17265.47,0,2024
LEAD-00000392,CUST-22659,2025-08-28,Google Ads,Home Insurance,Converted,2261.34,1,2025
LEAD-00000393,CUST-23173,2026-01-01,Social Media,Motor Fleet Insurance,Converted,13657.61,1,2026
LEAD-00000394,CUST-16300,2024-01-16,Referral,Motor Fleet Insurance,Contacted,12507.05,0,2024
LEAD-00000395,CUST-09347,2025-01-05,Website,Travel Insurance,New,2453.33,0,2025
LEAD-00000396,CUST-18100,2025-02-16,Website,Health Insurance,Converted,16383.35,1,2025
LEAD-00000397,CUST-11440,2024-03-03,Website,Travel Insurance,Converted,21140.31,1,2024
LEAD-00000398,CUST-09123,2025-10-31,Google Ads,Health Insurance,Contacted,17252.28,0,2025
LEAD-00000399,CUST-00156,2023-09-10,Social Media,Motor Fleet Insurance,Quoted,24796.04,0,2023
LEAD-00000400,CUST-03831,2024-04-13,Google Ads,Life Insurance,Quoted,12962.57,0,2024
LEAD-00000401,CUST-22310,2026-03-26,Social Media,Life Insurance,Converted,10385.17,1,2026
LEAD-00000402,CUST-08180,2025-05-13,Social Media,Motor Fleet Insurance,Converted,16725.13,1,2025
LEAD-00000403,CUST-10450,2024-11-08,Referral,SME Insurance,New,9927.06,0,2024
LEAD-00000404,CUST-06702,2025-02-12,Social Media,Travel Insurance,Quoted,9695.89,0,2025
LEAD-00000405,CUST-05662,2024-12-28,Google Ads,Cyber Security Insurance,Converted,22976.49,1,2024
LEAD-00000406,CUST-01751,2024-10-23,Email Campaign,Life Insurance,Lost,20703.16,0,2024
LEAD-00000407,CUST-21779,2025-11-05,Google Ads,SME Insurance,Quoted,14111.86,0,2025
LEAD-00000408,CUST-13948,2024-11-21,Website,Home Insurance,New,17681.04,0,2024
LEAD-00000409,CUST-14141,2024-10-09,Google Ads,Motor Fleet Insurance,New,11878.57,0,2024
LEAD-00000410,CUST-14425,2024-05-17,Website,Motor Fleet Insurance,New,22601.51,0,2024
LEAD-00000411,CUST-14850,2024-09-20,Insurance Broker,Car Insurance,Contacted,10900.81,0,2024
LEAD-00000412,CUST-00779,2025-04-09,Email Campaign,Travel Insurance,New,20834.93,0,2025
LEAD-00000413,CUST-10179,2023-11-07,Google Ads,Motor Fleet Insurance,Quoted,20783.38,0,2023
LEAD-00000414,CUST-17112,2025-04-23,Insurance Broker,SME Insurance,Qualified,8128.58,0,2025
LEAD-00000415,CUST-11852,2026-02-23,Bank Partner,Motor Fleet Insurance,Contacted,4371.17,0,2026
LEAD-00000416,CUST-16790,2025-12-27,Branch,Business Insurance,Quoted,17655.05,0,2025
LEAD-00000417,CUST-18231,2025-09-02,Google Ads,Business Insurance,Converted,24277.93,1,2025
LEAD-00000418,CUST-13804,2026-02-03,Social Media,SME Insurance,Lost,6943.29,0,2026
LEAD-00000419,CUST-20390,2026-01-14,Social Media,Car Insurance,New,15220.57,0,2026
LEAD-00000420,CUST-04379,2025-08-19,Branch,Car Insurance,Quoted,11902.67,0,2025
LEAD-00000421,CUST-17840,2024-07-28,Insurance Broker,Car Insurance,Qualified,435.99,0,2024
LEAD-00000422,CUST-17710,2024-03-18,Social Media,Home Insurance,New,8669.86,0,2024
LEAD-00000423,CUST-16725,2024-09-11,Insurance Broker,Business Insurance,Lost,10106.27,0,2024
LEAD-00000424,CUST-13861,2024-05-21,Insurance Broker,Cyber Security Insurance,Qualified,22032.61,0,2024
LEAD-00000425,CUST-16567,2023-09-16,Google Ads,Life Insurance,Qualified,23256.84,0,2023
LEAD-00000426,CUST-20013,2026-08-15,Website,Life Insurance,Qualified,22717.99,0,2026
LEAD-00000427,CUST-22517,2025-05-28,Website,SME Insurance,Lost,18118.42,0,2025
LEAD-00000428,CUST-15513,2024-04-09,Google Ads,SME Insurance,New,21828.46,0,2024
LEAD-00000429,CUST-13970,2023-11-30,Bank Partner,Home Insurance,Contacted,3289.32,0,2023
LEAD-00000430,CUST-10652,2024-01-23,Bank Partner,Car Insurance,Qualified,8230.7,0,2024
LEAD-00000431,CUST-14377,2023-12-31,Referral,Health Insurance,Converted,15087.7,1,2023
LEAD-00000432,CUST-09102,2026-01-18,Google Ads,Motor Fleet Insurance,Quoted,21880.36,0,2026
LEAD-00000433,CUST-19540,2025-05-19,Google Ads,Health Insurance,Qualified,20776.74,0,2025
LEAD-00000434,CUST-06440,2025-12-01,Google Ads,Life Insurance,Qualified,2384.49,0,2025
LEAD-00000435,CUST-01999,2023-12-04,Email Campaign,Car Insurance,Contacted,11825.21,0,2023
LEAD-00000436,CUST-17816,2025-11-12,Referral,Health Insurance,Qualified,2217.08,0,2025
LEAD-00000437,CUST-02121,2023-09-27,Website,Health Insurance,Qualified,11418.05,0,2023
LEAD-00000438,CUST-19628,2024-04-21,Bank Partner,SME Insurance,Contacted,14680.31,0,2024
LEAD-00000439,CUST-10234,2024-10-06,Insurance Broker,Travel Insurance,Quoted,1406.03,0,2024
LEAD-00000440,CUST-21313,2025-02-03,Google Ads,Health Insurance,Quoted,8712.92,0,2025
LEAD-00000441,CUST-13791,2026-04-12,Insurance Broker,Car Insurance,Quoted,15262.75,0,2026
LEAD-00000442,CUST-00930,2024-05-05,Google Ads,Car Insurance,New,12294.07,0,2024
LEAD-00000443,CUST-09592,2025-05-30,Insurance Broker,Home Insurance,New,5458.94,0,2025
LEAD-00000444,CUST-04459,2025-05-25,Website,Life Insurance,New,18978.48,0,2025
LEAD-00000445,CUST-17295,2025-12-14,Website,Travel Insurance,Converted,9448.81,1,2025
LEAD-00000446,CUST-08316,2023-09-22,Email Campaign,Home Insurance,Lost,13770.91,0,2023
LEAD-00000447,CUST-20539,2025-06-11,Google Ads,Car Insurance,Qualified,8707.56,0,2025
LEAD-00000448,CUST-12356,2023-08-19,Google Ads,Car Insurance,Qualified,4457.92,0,2023
LEAD-00000449,CUST-21301,2025-09-07,Website,Health Insurance,Contacted,5107.21,0,2025
LEAD-00000450,CUST-00341,2024-01-17,Referral,Travel Insurance,Lost,14075.41,0,2024
LEAD-00000451,CUST-09715,2025-04-20,Google Ads,Health Insurance,Qualified,10223.94,0,2025
LEAD-00000452,CUST-22801,2026-05-04,Website,Cyber Security Insurance,Quoted,5272.41,0,2026
LEAD-00000453,CUST-16213,2025-03-14,Google Ads,Car Insurance,Quoted,22701.49,0,2025
LEAD-00000454,CUST-10239,2026-06-13,Insurance Broker,Health Insurance,Converted,13474.65,1,2026
LEAD-00000455,CUST-19596,2025-12-13,Google Ads,SME Insurance,New,19917.0,0,2025
LEAD-00000456,CUST-13332,2025-02-04,Google Ads,Business Insurance,New,11728.09,0,2025
LEAD-00000457,CUST-05868,2024-05-18,Email Campaign,SME Insurance,Contacted,7358.85,0,2024
LEAD-00000458,CUST-24510,2025-07-05,Website,Motor Fleet Insurance,Contacted,18225.2,0,2025
LEAD-00000459,CUST-22453,2023-12-16,Website,Life Insurance,Quoted,14907.75,0,2023
LEAD-00000460,CUST-09095,2025-08-16,Insurance Broker,Motor Fleet Insurance,New,378.25,0,2025
LEAD-00000461,CUST-02385,2024-03-18,Website,Cyber Security Insurance,New,22121.58,0,2024
LEAD-00000462,CUST-02491,2024-05-01,Insurance Broker,SME Insurance,New,12078.03,0,2024
LEAD-00000463,CUST-03421,2024-10-02,Email Campaign,Travel Insurance,Contacted,20169.6,0,2024
LEAD-00000464,CUST-20120,2024-09-19,Insurance Broker,Life Insurance,Lost,17017.49,0,2024
LEAD-00000465,CUST-04209,2025-02-20,Google Ads,Car Insurance,Contacted,15932.79,0,2025
LEAD-00000466,CUST-22053,2026-03-28,Bank Partner,Travel Insurance,Converted,20286.82,1,2026
LEAD-00000467,CUST-08449,2025-02-15,Insurance Broker,Cyber Security Insurance,Qualified,18161.79,0,2025
LEAD-00000468,CUST-15744,2025-06-28,Google Ads,Life Insurance,Quoted,15912.62,0,2025
LEAD-00000469,CUST-11949,2026-07-02,Branch,Business Insurance,Contacted,2198.49,0,2026
LEAD-00000470,CUST-12450,2025-09-28,Google Ads,Cyber Security Insurance,Contacted,6039.89,0,2025
LEAD-00000471,CUST-02952,2023-12-16,Google Ads,SME Insurance,Lost,8240.94,0,2023
LEAD-00000472,CUST-17973,2025-09-29,Insurance Broker,Travel Insurance,New,5601.31,0,2025
LEAD-00000473,CUST-23865,2024-08-20,Social Media,SME Insurance,Qualified,11398.94,0,2024
LEAD-00000474,CUST-15370,2024-10-25,Referral,Health Insurance,Quoted,20616.61,0,2024
LEAD-00000475,CUST-14744,2024-04-21,Insurance Broker,Home Insurance,New,19451.05,0,2024
LEAD-00000476,CUST-05586,2023-10-15,Insurance Broker,Health Insurance,New,15850.08,0,2023
LEAD-00000477,CUST-13387,2024-03-26,Bank Partner,Motor Fleet Insurance,New,12924.89,0,2024
LEAD-00000478,CUST-18194,2025-10-26,Email Campaign,Cyber Security Insurance,Converted,394.35,1,2025
LEAD-00000479,CUST-22853,2024-01-19,Bank Partner,Motor Fleet Insurance,Contacted,6978.71,0,2024
LEAD-00000480,CUST-05794,2025-06-14,Insurance Broker,Health Insurance,Converted,11015.29,1,2025
LEAD-00000481,CUST-02225,2026-01-30,Website,Life Insurance,New,17269.38,0,2026
LEAD-00000482,CUST-06362,2024-01-30,Branch,Motor Fleet Insurance,Quoted,407.77,0,2024
LEAD-00000483,CUST-20181,2025-12-24,Referral,Car Insurance,Contacted,3501.14,0,2025
LEAD-00000484,CUST-12719,2024-06-14,Website,Travel Insurance,Qualified,15968.19,0,2024
LEAD-00000485,CUST-01317,2024-05-28,Google Ads,Business Insurance,Lost,12659.91,0,2024
LEAD-00000486,CUST-22057,2026-01-01,Website,SME Insurance,Converted,10587.66,1,2026
LEAD-00000487,CUST-24973,2026-07-16,Referral,Motor Fleet Insurance,Quoted,11965.36,0,2026
LEAD-00000488,CUST-02006,2024-12-03,Bank Partner,Health Insurance,Qualified,23290.94,0,2024
LEAD-00000489,CUST-14610,2023-10-24,Website,Travel Insurance,Quoted,11863.41,0,2023
LEAD-00000490,CUST-21569,2025-08-25,Google Ads,Life Insurance,Quoted,20635.74,0,2025
LEAD-00000491,CUST-10294,2025-01-28,Social Media,Travel Insurance,Quoted,6274.66,0,2025
LEAD-00000492,CUST-19558,2024-03-31,Branch,Life Insurance,Qualified,10285.96,0,2024
LEAD-00000493,CUST-02065,2024-03-15,Google Ads,Motor Fleet Insurance,Lost,13120.1,0,2024
LEAD-00000494,CUST-12097,2026-04-19,Bank Partner,Car Insurance,Qualified,24407.54,0,2026
LEAD-00000495,CUST-03867,2026-02-22,Bank Partner,Health Insurance,New,11057.04,0,2026
LEAD-00000496,CUST-17909,2024-10-20,Bank Partner,SME Insurance,Contacted,9481.96,0,2024
LEAD-00000497,CUST-13840,2024-08-26,Website,Home Insurance,Quoted,22017.6,0,2024
LEAD-00000498,CUST-20787,2025-05-16,Insurance Broker,Cyber Security Insurance,Converted,19575.29,1,2025
LEAD-00000499,CUST-13768,2023-09-12,Website,Home Insurance,Converted,17840.35,1,2023
LEAD-00000500,CUST-02205,2024-12-14,Insurance Broker,SME Insurance,Quoted,14680.56,0,2024
LEAD-00000501,CUST-21608,2025-07-19,Social Media,Cyber Security Insurance,Lost,13748.71,0,2025
LEAD-00000502,CUST-23068,2025-11-11,Website,SME Insurance,New,15673.62,0,2025
LEAD-00000503,CUST-13706,2025-03-27,Insurance Broker,Travel Insurance,Qualified,22688.6,0,2025
LEAD-00000504,CUST-07007,2025-04-12,Bank Partner,Home Insurance,Contacted,18207.03,0,2025
LEAD-00000505,CUST-09785,2025-02-03,Google Ads,Health Insurance,Quoted,23285.99,0,2025
LEAD-00000506,CUST-24148,2025-08-20,Website,Business Insurance,Qualified,7757.34,0,2025
LEAD-00000507,CUST-12002,2026-08-01,Website,Travel Insurance,Lost,15636.44,0,2026
LEAD-00000508,CUST-11838,2024-12-26,Bank Partner,Life Insurance,New,11304.88,0,2024
